Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
HW54,01 07 16,-72 06 07,C,0.5,0.4,,in BS138,HW 54,01 07 16.0,-72 06 07,C,0.5,0.4,,,,,,1.0,B18,HW54
HW55,01 07 20,-73 22 39,C,1.0,1.0,,,HW 55,,,,,,,,,,,,,
"HW55,RZ165",,,,,,,,,01 07 20.0,-73 22 39,C,1.0,1.0,,9.38,"GGK10,PGC+14",-0.4,PPV17,1.0,B18,HW55
HW56,01 07 41,-70 56 10,C,0.65,0.65,,,HW 56,,,,,,,,,,,,,
"HW56,RZ169,OGLS 336",,,,,,,,,01 07 41.1,-70 56 06,C,0.65,0.65,,9.37,RZ05,,,1.0,B18,OGLE-CL SMC  336
HW57,01 07 44,-71 52 51,C,1.4,1.4,,,HW 57,,,,,,,,,,,,,
"HW57,RZ170,BIS735",,,,,,,,,01 07 45.1,-71 52 39,C,1.4,1.4,,8.85,GGK10,,,1.0,B18,HW57
HW58,,,,,,,,,01 08 05.5,-73 41 48,AC,0.7,0.7,,,,,,1.0,B18,HW58
HW59,01 08 54,-73 14 30,CA,0.55,0.5,150,,HW 59,01 08 53.5,-73 14 51,CA,0.55,0.5,,9.79,PGC+14,-0.88,PPV17,0.0,B18,HW59
HW6,00 33 04,-72 39 07,CA,0.8,0.8,,,HW 6,00 33 02.5,-72 39 13,CA,0.8,0.8,,9.51,DKB+16,-1.32,DKB+16,1.0,B18,HW6
HW60,,,,,,,,,01 09 25.3,-72 20 52,CC,0.3,0.3,,,,,,1.0,B18,HW60
HW61,01 09 43,-72 17 43,C,0.65,0.65,,,HW 61,,,,,,,,,,,,,
"HW61,RZ180",,,,,,,,,01 09 42.3,-72 17 43,C,0.65,0.65,,8.3,GGK10,,,1.0,B18,HW61
HW63,01 10 13,-73 12 33,C,0.75,0.75,,,HW 63,,,,,,,,,,,,,
"HW63,RZ182",,,,,,,,,01 10 12.3,-73 12 32,C,0.75,0.75,,9.71,"GGK10,PGC+14",-0.7,PPV17,1.0,B18,HW63
HW64,01 10 45,-71 20 18,C,0.9,0.9,,in BS153,HW 64,,,,,,,,,,,,,
"HW64,RZ184",,,,,,,,,01 10 45.2,-71 20 19,C,0.9,0.9,,8.25,GGK10,,,1.0,B18,HW64
HW65,01 11 58,-72 16 15,C,0.7,0.7,,,HW 65,,,,,,,,,,,,,
"HW65,RZ187",,,,,,,,,01 11 58.5,-72 16 17,C,0.7,0.7,,8.9,RZ05,,,1.0,B18,HW65
"HW66,ESO29SC36",01 12 04,-75 11 51,C,1.8,1.8,,,HW 66,,,,,,,,,,,,,
"HW66,ESO29SC36,OGLS 307",,,,,,,,,01 12 05.1,-75 11 52,C,1.8,1.8,,9.57,"PGC+14,PdGR+15",-0.88,PPV17,1.0,B18,OGLE-CL SMC  307
HW67,01 13 02,-70 57 46,C,0.95,0.95,,,HW 67,,,,,,,,,,,,,
"HW67,RZ195,OGLS 335",,,,,,,,,01 13 01.6,-70 57 47,C,0.95,0.95,,9.32,"PGC+14,PdGR+15",-0.72,PGC+15,1.0,B18,OGLE-CL SMC  335
HW68,01 13 52,-73 24 59,C,0.55,0.55,,,HW 68,01 13 52.3,-73 24 58,C,0.55,0.55,,8.9,GGK10,,,1.0,B18,HW68
HW69,01 14 16,-73 22 41,C,0.55,0.55,,,HW 69,01 14 16.1,-73 22 39,A,0.55,0.55,,,,,,1.0,B18,HW69
HW70,01 14 55,-72 12 21,C,0.65,0.55,150,,HW 70,,,,,,,,,,,,,
"HW70,RZ198",,,,,,,,,01 14 55.5,-72 12 21,C,0.65,0.55,,8.4,GGK10,,,1.0,B18,HW70
HW71nw,01 15 30,-72 22 36,C,0.3,0.3,,mP,Name HW 71NW,01 15 29.2,-72 22 35,C,0.3,0.3,,,,,,1.0,B18,NAME HW 71NW
HW71se,01 15 33,-72 22 50,C,0.65,0.55,170,mP,Name HW 71SE,,,,,,,,,,,,,
"HW71se,RZ199",,,,,,,,,01 15 32.2,-72 22 44,C,0.65,0.55,,7.18,"GGK10,RZ05",,,2.0,B18,[RZ2005] 199
HW72,01 15 42,-73 09 59,CN,0.55,0.45,80,in DEMS157,HW 72,01 15 41.6,-73 09 58,CN,0.55,0.45,,8.7,"GGK10,PdGR+15",,,1.0,B18,HW72
HW73,01 16 26,-71 19 34,C,1.0,0.9,60,,HW 73,,,,,,,,,,,,,
"HW73,RZ202,OGLS 339",,,,,,,,,01 16 25.3,-71 19 37,C,1.0,0.9,,8.3,"GGK10,PdGR+15",,,1.0,B18,OGLE-CL SMC  339
HW74,01 16 48,-73 09 36,C,0.55,0.5,150,in DEMS158,HW 74,01 16 48.0,-73 09 36,C,0.55,0.5,,8.8,"GGK10,PdGR+15",,,1.0,B18,HW74
HW75,01 17 29,-73 34 09,CA,0.9,0.8,170,,HW 75,,,,,,,,,,,,,
"HW75,RZ203",,,,,,,,,01 17 29.9,-73 34 15,CA,0.9,0.8,,8.25,"GGK10,PdGR+15",,,1.0,B18,HW75
HW76,,,,,,,,,01 17 34.9,-74 20 46,CC,0.4,0.4,,,,,,0.0,B18,HW76
"HW77,B158",01 20 10,-72 37 12,C,1.4,1.2,50,,HW 77,01 20 11.0,-72 37 19,C,1.4,1.2,,9.15,PdGR+15,,,1.0,B18,HW77
HW78,01 21 21,-73 05 41,C,0.45,0.35,60,in BS172,HW 78,01 21 20.7,-73 05 40,C,0.45,0.35,,,,,,2.0,B18,HW78
HW79,01 22 48,-75 00 06,C,2.7,2.7,,,HW 79,,,,,,,,,,,,,
"HW79,OGLS 299,OGLS 306",,,,,,,,,01 22 48.0,-75 00 04,C,2.7,2.7,,9.66,"PGC+14,PdGR+15",-0.88,PPV17,1.0,B18,OGLE-CL SMC  306
HW8,00 33 46,-73 37 59,C,1.7,1.7,,,HW 8,,,,,,,,,,,,,
"HW8,RZ11",,,,,,,,,00 33 46.8,-73 37 58,C,1.7,1.7,,8.0,"GGK10,PSC+05,RZ05",,,1.0,B18,HW8
HW80,01 23 26,-73 13 26,C,0.7,0.45,60,br*in,HW 80,01 23 26.3,-73 13 26,AC,0.7,0.45,,,,,,1.0,B18,HW80
HW81,01 24 10,-73 09 15,CN,1.0,0.8,120,in DEMS161n,HW 81,,,,,,,,,,,,,
"HW81e,OGLS 289e",,,,,,,,,01 24 11.8,-73 09 18,CN,0.6,0.45,,,,,,2.0,B18,OGLE-CL SMC  289
HW82,01 24 28,-73 10 15,C,0.8,0.6,40,in H-A64,HW 82,,,,,,,,,,,,,
"HW82,OGLS 290",,,,,,,,,01 24 27.7,-73 10 16,C,0.8,0.6,,7.8,PdGR+15,,,1.0,B18,OGLE-CL SMC  290
HW84,01 41 43,-71 09 40,C,1.2,1.1,20,,HW 84,,,,,,,,,,,,,
"HW84,OGLS 305",,,,,,,,,01 41 41.6,-71 09 39,C,1.2,1.1,,9.23,"PGC+14,PdGR+15",-0.91,PGG+09,1.0,B18,OGLE-CL SMC  305
HW85,01 42 28,-71 16 45,C,1.0,1.0,,,HW 85,,,,,,,,,,,,,
"HW85,OGLB 37,OGLS 304",,,,,,,,,01 42 28.0,-71 16 44,C,1.0,1.0,,9.39,"PGC+14,PdGR+15",-2.18,PPV17,1.0,B18,OGLE-CL SMC  304
HW86,01 42 22,-74 10 24,C,2.0,1.6,130,,HW 86,,,,,,,,,,,,,
"HW86,OGLB 43",,,,,,,,,01 42 23.3,-74 10 28,C,2.0,1.6,,9.15,"PGC+14,PdGR+15",-0.61,PGG+09,1.0,B18,HW86
HW9,00 36 25,-73 00 05,C,0.75,0.75,,mP,HW 9,,,,,,,,,,,,,
"HW9,RZ14",,,,,,,,,00 36 25.7,-73 00 06,C,0.75,0.75,,9.36,RZ05,,,1.0,B18,HW9
"IC1611,K40,L61,ESO29SC27,",00 59 48,-72 20 02,C,1.5,1.5,,& SOGLE118,IC1611,,,,,,,,,,,,,
"IC1611,K40,L61,ESO29SC27,SOGLE118,",,,,,,,,,00 59 47.7,-72 20 02,C,1.5,1.5,,8.17,"GGK10,CVH+06,PU99",,,1.0,B18,IC1611
"IC1612,K41,L62,ESO29SC28,",01 00 01,-72 22 08,C,1.2,0.8,20,"mP, att DEMS114 & SOGLE120",IC1612,,,,,,,,,,,,,
"IC1612,K41,L62,ESO29SC28,SOGLE120,",,,,,,,,,01 00 02.1,-72 22 05,C,1.2,0.8,,7.9,"GGK10,CVH+06,PU99",-0.1,PPV17,1.0,B18,IC1612
"IC1624,K52,L76,ESO51SC17,",01 05 22,-72 02 35,C,0.9,0.9,,in SMC-N78 & SOGLE149,IC1624,,,,,,,,,,,,,
"IC1624,K52,L76,ESO51SC17,SOGLE149,",,,,,,,,,01 05 21.2,-72 02 34,C,0.9,0.9,,8.28,"GGK10,CVH+06,PU99",,,1.0,B18,IC1624
"IC1626,K53,L77,ESO29SC30",01 06 13,-73 17 49,C,1.0,1.0,,,IC1626,,,,,,,,,,,,,
"IC1626,K53,L77,ESO29SC30,RZ156",,,,,,,,,01 06 13.3,-73 17 49,C,1.0,1.0,,8.35,GGK10,,,1.0,B18,IC1626
"IC1641,HW62,ESO51SC21",01 09 39,-71 46 07,C,0.75,0.65,40,mP,IC1641,,,,,,,,,,,,,
"IC1641,HW62,ESO51SC21,RZ179",,,,,,,,,01 09 39.0,-71 46 01,C,0.75,0.65,,8.3,GGK10,,,1.0,B18,IC1641
"IC1644,SMC-N81,L61-481,ESO29EN35,",,,,,,,,,01 09 13.2,-73 11 37,NC,0.8,0.65,,6.44,SBC+95,,,1.0,B18,IC1644
"IC1655,L90,ESO51SC23",01 11 53,-71 19 53,C,1.7,1.5,50,in BS153,IC1655,,,,,,,,,,,,,
"IC1655,L90,ESO51SC23,RZ186,BIS787",,,,,,,,,01 11 53.8,-71 19 47,C,1.7,1.5,,8.3,"GGK10,vdB81",,,1.0,B18,IC1655
"IC1660,K64,L89,ESO51SC24",01 12 38,-71 45 41,C,1.1,1.1,,,IC1660,,,,,,,,,,,,,
"IC1660,K64,L89,ESO51SC24,RZ190",,,,,,,,,01 12 37.8,-71 45 40,C,1.1,1.1,,8.2,"GGK10,vdB81",,,1.0,B18,IC1660
"IC1662,L92,ESO29SC37",01 12 33,-73 27 24,C,1.2,1.2,,,IC1662,,,,,,,,,,,,,
"IC1662,L92,ESO29SC37,RZ189,BUS758",,,,,,,,,01 12 33.0,-73 27 24,C,1.2,1.2,,8.1,GGK10,,,1.0,B18,IC1662
"IC1708,L102,ESO52SC2",01 24 56,-71 11 01,C,1.2,1.2,,,IC1708,,,,,,,,,,,,,
"IC1708,L102,ESO52SC2,OGLS 342",,,,,,,,,01 24 55.9,-71 11 04,C,1.2,1.2,,9.1,PdGR+15,-0.88,PPV17,1.0,B18,OGLE-CL SMC  342
"IC2134,SL437,LW198,ESO33SC19,",05 23 06,-75 26 48,C,1.4,1.4,,& KMHK864,IC2134,,,,,,,,,,,,,
"IC2140,SL581,LW241,ESO33SC24,",05 33 21,-75 22 35,C,2.3,2.3,,& KMHK1106,IC2140,,,,,,,,,,,,,
"IC2146,SL632,LW258,ESO33SC26,",05 37 46,-74 46 58,C,3.3,3.3,,& KMHK1178,IC2146,,,,,,,,,,,,,
"IC2148,SL642,LW265,ESO33SC28,",05 39 11,-75 33 47,C,1.3,1.3,,& KMHK1216,IC2148,,,,,,,,,,,,,
"IC2161,SL802,LW345,ESO33SC35,",05 57 25,-75 08 23,C,1.6,1.6,,& KMHK1572,IC2161,,,,,,,,,,,,,
ICA1,,,,,,,,,02 02 12.0,-74 55 31,A,5.2,4.7,,,,,,1.0,B18,ICA1
ICA10,,,,,,,,,02 06 35.0,-74 09 13,A,5.6,4.8,,,,,,1.0,B18,ICA10
ICA11,,,,,,,,,02 06 40.4,-74 41 32,A,3.2,2.8,,,,,,0.0,B18,ICA11
ICA12,,,,,,,,,02 07 11.0,-74 24 45,AC,3.5,3.0,,,,,,0.0,B18,ICA12
ICA13,,,,,,,,,02 07 27.0,-74 46 44,A,4.5,2.0,,,,,,1.0,B18,ICA13
ICA14,,,,,,,,,02 07 22.0,-74 40 21,A,5.0,3.0,,,,,,1.0,B18,ICA14
ICA15,,,,,,,,,02 07 41.0,-73 54 10,A,5.5,2.0,,,,,,1.0,B18,ICA15
ICA16,,,,,,,,,02 08 02.0,-74 19 57,A,8.3,4.1,,,,,,1.0,B18,ICA16
ICA17,,,,,,,,,02 07 43.0,-74 30 09,A,5.8,3.6,,,,,,1.0,B18,ICA17
ICA18,,,,,,,,,02 07 54.0,-74 38 17,A,3.2,2.3,,7.8,BSB+15,-0.3,BSB+15,1.0,B18,ICA18
ICA19,,,,,,,,,02 08 16.0,-74 16 51,A,4.2,2.2,,,,,,1.0,B18,ICA19
ICA2,,,,,,,,,02 02 38.0,-74 52 36,A,7.5,3.0,,,,,,1.0,B18,ICA2
ICA20,,,,,,,,,02 08 10.0,-74 26 36,A,4.2,2.6,,,,,,1.0,B18,ICA20
ICA21,,,,,,,,,02 09 00.0,-74 26 45,A,3.0,2.0,,,,,,1.0,B18,ICA21
ICA22,,,,,,,,,02 08 53.0,-74 34 52,A,4.9,4.5,,,,,,1.0,B18,ICA22
ICA23,,,,,,,,,02 09 10.0,-74 18 35,A,3.2,2.5,,,,,,1.0,B18,ICA23
ICA24,,,,,,,,,02 09 26.0,-74 22 56,A,4.5,2.0,,,,,,1.0,B18,ICA24
ICA25,,,,,,,,,02 09 15.0,-74 30 45,A,3.1,2.5,,,,,,1.0,B18,ICA25
ICA26,,,,,,,,,02 09 32.0,-74 17 08,A,3.0,2.5,,,,,,1.0,B18,ICA26
ICA27,,,,,,,,,02 09 52.0,-74 31 23,A,3.9,2.5,,,,,,1.0,B18,ICA27
ICA28,,,,,,,,,02 09 46.0,-74 19 56,A,3.0,2.4,,,,,,1.0,B18,ICA28
ICA29,,,,,,,,,02 09 56.0,-74 27 14,A,3.6,2.9,,,,,,1.0,B18,ICA29
ICA3,,,,,,,,,02 03 27.0,-74 54 10,A,3.4,2.9,,,,,,1.0,B18,ICA3
ICA30,,,,,,,,,02 12 21.0,-74 04 35,A,4.1,2.3,,,,,,1.0,B18,ICA30
ICA31,,,,,,,,,02 13 56.0,-74 08 01,A,5.2,2.5,,,,,,1.0,B18,ICA31
ICA32,,,,,,,,,02 13 55.0,-74 11 07,A,4.6,2.1,,,,,,1.0,B18,ICA32
ICA33,,,,,,,,,02 14 19.0,-74 03 19,A,5.0,2.9,,,,,,1.0,B18,ICA33
ICA34,,,,,,,,,02 14 38.0,-73 58 39,A,4.7,3.6,,,,,,1.0,B18,ICA34
ICA35,,,,,,,,,02 15 50.0,-74 31 22,A,4.5,2.0,,,,,,1.0,B18,ICA35
ICA36,,,,,,,,,02 17 11.0,-74 14 01,A,2.6,2.6,,,,,,1.0,B18,ICA36
ICA37,,,,,,,,,02 17 44.0,-74 24 24,A,5.0,5.0,,,,,,1.0,B18,ICA37
ICA38,,,,,,,,,02 06 38.0,-73 14 15,A,2.8,1.3,,,,,,1.0,B18,ICA38
ICA39,,,,,,,,,02 15 29.0,-72 37 25,A,2.8,2.8,,,,,,0.0,B18,ICA39
ICA4,,,,,,,,,02 03 58.0,-74 12 14,A,5.0,3.8,,,,,,1.0,B18,ICA4
ICA40,,,,,,,,,02 17 13.0,-72 54 34,A,2.3,2.3,,,,,,0.0,B18,ICA40
ICA41,,,,,,,,,02 20 18.0,-73 11 07,A,3.3,1.3,,,,,,1.0,B18,ICA41
ICA42,,,,,,,,,02 24 31.0,-73 02 30,A,2.8,2.2,,,,,,1.0,B18,ICA42
ICA43,,,,,,,,,02 26 32.0,-73 41 59,A,2.9,1.0,,,,,,1.0,B18,ICA43
ICA44,,,,,,,,,02 27 19.0,-73 57 38,A,4.5,1.9,,,,,,1.0,B18,ICA44
"ICA45,OGLB 82",,,,,,,,,02 27 13.3,-73 45 27,C,2.5,2.0,,,,,,0.0,B18,ICA45
ICA46,,,,,,,,,02 27 39.0,-73 45 45,AC,1.5,1.5,,,,,,1.0,B18,ICA46
ICA47,,,,,,,,,02 28 09.0,-73 46 16,A,2.5,1.7,,,,,,1.0,B18,ICA47
ICA48,,,,,,,,,02 28 17.0,-73 47 33,A,2.2,1.7,,,,,,1.0,B18,ICA48
ICA49,,,,,,,,,02 28 18.0,-73 49 04,A,2.5,1.9,,,,,,1.0,B18,ICA49
ICA5,,,,,,,,,02 04 03.0,-74 41 37,A,5.1,4.0,,,,,,1.0,B18,ICA5
ICA50,,,,,,,,,02 28 38.0,-72 44 32,A,3.0,0.9,,,,,,1.0,B18,ICA50
ICA51,,,,,,,,,02 28 48.0,-73 46 06,A,2.2,2.2,,,,,,1.0,B18,ICA51
ICA52,,,,,,,,,02 29 24.0,-73 17 55,A,3.5,3.5,,,,,,1.0,B18,ICA52
ICA53,,,,,,,,,02 30 43.0,-73 58 12,A,4.7,1.5,,,,,,1.0,B18,ICA53
ICA54,,,,,,,,,02 30 39.0,-73 40 31,A,4.1,2.8,,,,,,1.0,B18,ICA54
ICA55,,,,,,,,,02 30 37.0,-74 04 37,AC,2.3,1.0,,,,,,1.0,B18,ICA55
ICA56,,,,,,,,,02 31 11.0,-73 46 34,A,1.7,1.7,,,,,,1.0,B18,ICA56
"ICA57,OGLB 81",,,,,,,,,02 31 12.8,-73 55 46,AC,1.2,1.2,,,,,,0.0,B18,ICA57
ICA58,,,,,,,,,02 31 42.0,-73 43 14,A,3.5,2.6,,,,,,1.0,B18,ICA58
ICA59,,,,,,,,,02 33 34.0,-73 46 01,A,1.8,1.3,,,,,,1.0,B18,ICA59
ICA6,,,,,,,,,02 04 25.0,-74 58 31,A,5.7,3.9,,,,,,1.0,B18,ICA6
ICA60,,,,,,,,,02 48 17.0,-73 00 41,A,4.5,1.7,,,,,,1.0,B18,ICA60
ICA61,,,,,,,,,02 50 19.0,-73 43 53,A,7.0,2.9,,,,,,1.0,B18,ICA61
ICA62,,,,,,,,,02 50 16.0,-73 15 26,A,6.0,3.0,,,,,,1.0,B18,ICA62
ICA63,,,,,,,,,02 51 31.0,-73 17 13,A,6.0,2.5,,,,,,1.0,B18,ICA63
ICA64,,,,,,,,,02 52 06.0,-73 48 36,A,3.4,2.8,,,,,,1.0,B18,ICA64
ICA65ne,,,,,,,,,02 55 21.0,-73 23 20,A,7.0,7.0,,,,,,1.0,B18,NAME ICA 65NE
ICA65sw,,,,,,,,,02 53 41.0,-73 29 06,A,7.0,7.0,,,,,,1.0,B18,NAME ICA 65SW
ICA67,,,,,,,,,02 55 07.0,-73 49 01,A,5.3,3.6,,,,,,1.0,B18,ICA67
ICA68,,,,,,,,,02 57 28.0,-73 47 24,A,7.0,4.5,,,,,,1.0,B18,ICA68
ICA69,,,,,,,,,02 58 40.0,-72 53 50,A,5.0,2.0,,,,,,1.0,B18,ICA69
ICA7,,,,,,,,,02 05 02.0,-74 30 40,A,4.0,3.0,,,,,,1.0,B18,ICA7
ICA70,,,,,,,,,02 59 43.0,-73 37 07,A,6.1,2.2,,,,,,1.0,B18,ICA70
ICA71,,,,,,,,,03 01 23.0,-73 25 20,A,4.5,1.4,,,,,,1.0,B18,ICA71
ICA72,,,,,,,,,03 08 53.0,-73 18 48,A,4.1,4.1,,,,,,1.0,B18,ICA72
ICA74,,,,,,,,,03 53 50.0,-73 55 18,A,4.2,2.1,,,,,,1.0,B18,ICA74
ICA75,,,,,,,,,04 02 03.0,-74 04 10,A,2.0,1.4,,,,,,1.0,B18,ICA75
ICA77,,,,,,,,,04 21 11.0,-73 43 11,A,5.0,5.0,,,,,,1.0,B18,ICA77
ICA8,,,,,,,,,02 05 58.0,-74 37 09,A,5.5,2.8,,,,,,1.0,B18,ICA8
ICA9,,,,,,,,,02 06 05.0,-74 22 51,A,5.5,4.0,,,,,,1.0,B18,ICA9
IDK1,,,,,,,,,02 20 51.0,-73 06 20,A,4.7,2.9,<,7.2,GDK92,,,1.0,B18,IDK1
IDK2,,,,,,,,,02 27 25.0,-73 45 28,A,4.0,3.2,,7.43,"GDK+90,GDK92",,,0.0,B18,IDK2
IDK3,,,,,,,,,02 30 13.0,-73 46 45,A,12.0,12.0,<,7.2,GDK92,,,0.0,B18,IDK3
"IDK4,ICA66",,,,,,,,,02 54 55.0,-73 13 38,A,9.0,4.6,,,,,,1.0,B18,ICA66
"IDK5,ICA73",,,,,,,,,03 30 53.0,-72 59 19,A,4.6,4.6,<,7.2,GDK92,,,1.0,B18,IDK5
"IDK6,ICA76",,,,,,,,,04 19 29.0,-73 53 49,A,7.0,6.0,<,7.0,"DGI+91,GDK92",,,1.0,B18,IDK6
"IKT16,SNR J0058.3-7217",,,,,,,,,00 58 23.0,-72 17 53,SNR,4.2,4.2,,,,,,0.0,B18,IKT16
"IKT18,SNR J0059.4-7210",,,,,,,,,00 59 25.4,-72 10 11,SNR,2.1,1.7,,,,,,0.0,B18,IKT18
"IKT2,SNR J0047.3-7308,MA165",,,,,,,,,00 47 19.8,-73 08 22,SNR,3.0,3.0,,8.0,CVH+06,,,1.0,B18,IKT2
"IKT21,SNR J0103.2-7209",,,,,,,,,01 03 13.0,-72 08 59,SNR,1.3,1.3,,,,,,1.0,B18,IKT21
"IKT22,SNR J0104.0-7202",,,,,,,,,01 04 02.0,-72 01 53,SNR,0.72,0.75,,,,,,1.0,B18,IKT22
"IKT23,SNR J0105.1-7223",,,,,,,,,01 05 03.5,-72 23 19,SNR,3.2,2.6,,,,,,0.0,B18,[BMD2010] SNR J0105.1-7223
"IKT25,SNR J0106.2-7205",,,,,,,,,01 06 17.4,-72 05 34,SNR,2.0,2.0,,,,,,1.0,B18,IKT25
"IKT5,SNR J0049.1-7314",,,,,,,,,00 49 08.9,-73 14 29,SNR,2.9,2.3,,,,,,0.0,B18,IKT5
"IKT6,SNR J0051.1-7321",,,,,,,,,00 51 06.7,-73 21 29,SNR,2.5,2.5,,,,,,1.0,B18,IKT6
"IKT7,SNR J0051.9-7310",,,,,,,,,00 51 54.0,-73 10 24,SNR,2.8,2.3,,,,,,1.0,B18,IKT7
"K1,L4,ESO28SC15",00 21 27,-73 44 55,C,2.2,2.2,,,Cl Kron 1,,,,,,,,,,,,,
"K1,L4,ESO28SC15,OGLS 325",,,,,,,,,00 21 27.3,-73 44 53,C,2.2,2.2,,9.71,"PGC+14,DKB+16",-1.08,PGG+09,1.0,B18,OGLE-CL SMC  325
"K11,L20",00 36 27,-72 28 41,C,1.1,1.1,,,Cl Kron 11,,,,,,,,,,,,,
"K11,L20,RZ16",,,,,,,,,00 36 27.2,-72 28 42,C,1.1,1.1,,9.17,DKB+16,-0.78,DKB+16,1.0,B18,Cl Kron 11
"K13,L17,ESO29SC1",00 35 41,-73 35 53,C,1.9,1.9,,,Cl Kron 13,,,,,,,,,,,,,
"K13,L17,ESO29SC1,RZ12,BIS226",,,,,,,,,00 35 41.7,-73 35 51,C,1.9,1.9,,9.64,"GGK10,PGC+14",-0.84,PGG+09,1.0,B18,Cl Kron 13
"K14,L18,DEMS2,BIS310",,,,,,,,,00 37 15.5,-72 59 41,AN,1.8,1.2,,8.75,"RZ05, PCG+15",,,2.0,B18,Cl Kron 14
"K15,L21",00 40 12,-72 41 56,C,1.1,1.1,,,Cl Kron 15,,,,,,,,,,,,,
"K15,L21,RZ22",,,,,,,,,00 40 12.9,-72 41 55,C,1.1,1.1,,8.7,GGK10,,,1.0,B18,Cl Kron 15
"K16,L23",00 40 33,-72 44 23,C,0.85,0.85,,,Cl Kron 16,,,,,,,,,,,,,
"K16,L23,RZ24",,,,,,,,,00 40 33.4,-72 44 24,C,0.85,0.85,,8.8,GGK10,,,1.0,B18,Cl Kron 16
"K17,L26",00 41 01,-72 34 20,C,1.1,1.1,,,Cl Kron 17,,,,,,,,,,,,,
"K17,L26,RZ28,BUS872",,,,,,,,,00 41 01.2,-72 34 22,C,1.1,1.1,,8.55,GGK10,,,1.0,B18,Cl Kron 17
"K21,L27,SOGLE12",00 41 24,-72 53 27,C,2.5,2.5,,,Cl Kron 21,,,,,,,,,,,,,
"K21,L27,SOGLE12,RZ31,BIS358",,,,,,,,,00 41 24.2,-72 53 27,C,2.5,2.5,,9.66,PGC+14,-1.14,PGG+09,1.0,B18,Cl Kron 21
"K25,L35,SOGLE45",00 48 01,-73 29 10,C,1.2,1.2,,mP,Cl Kron 25,,,,,,,,,,,,,
"K25,L35,SOGLE45,RZ54,BMS44",,,,,,,,,00 48 01.0,-73 29 10,C,1.2,1.2,,8.38,"GGK10,CVH+06,PU99",-0.01,PPV17,1.0,B18,Cl Kron 25
"K27,L36",00 48 13,-73 51 46,C,1.7,1.7,,,Cl Kron 27,,,,,,,,,,,,,
"K27,L36,RZ55,BIS285",,,,,,,,,00 48 13.6,-73 51 44,C,1.7,1.7,,9.04,"GGK10,PCG+15",,,1.0,B18,Cl Kron 27
"K28,L43,ESO51SC4",00 51 42,-71 59 52,C,1.7,1.7,,,Cl Kron 28,,,,,,,,,,,,,
"K28,L43,ESO51SC4,RZ69,BIS634",,,,,,,,,00 51 41.7,-71 59 54,C,1.7,1.7,,9.3,PGC+14,-1.2,PSC+01,1.0,B18,Cl Kron 28
"K29,L44,SOGLE74",00 51 53,-72 57 14,C,0.95,0.95,,,Cl Kron 29,,,,,,,,,,,,,
"K29,L44,SOGLE74,RZ71,BMS173",,,,,,,,,00 51 53.6,-72 57 08,C,0.95,0.95,,8.1,"CVH+06,PU99",,,1.0,B18,Cl Kron 29
"K3,L8,ESO28SC19",00 24 47,-72 47 39,C,3.4,3.4,,Old IAC,Cl Kron 3,,,,,,,,,,,,,
"K3,L8,ESO28SC19,OGLS 319",,,,,,,,,00 24 46.0,-72 47 38,C,3.4,3.4,,9.81,"GGS+08,DKB+16",-0.85,PGC+15,1.0,B18,OGLE-CL SMC  319
"K30,L45",00 52 35,-72 11 35,C,1.5,1.5,,in DEMS66,Cl Kron 30,,,,,,,,,,,,,
"K30,L45,RZ73,BMS397",,,,,,,,,00 52 36.0,-72 11 36,C,1.5,1.5,,8.2,GGK10,-0.18,PPV17,1.0,B18,Cl Kron 30
"K31,L46,SOGLE88",00 53 01,-72 53 49,C,2.8,2.8,,sup DEMS69,Cl Kron 31,,,,,,,,,,,,,
"K31,L46,SOGLE88,RZ79,BIS486",,,,,,,,,00 53 01.0,-72 53 49,C,4.3,4.3,,7.2,CVH+06,,,1.0,B18,Cl Kron 31
"K34,L53,SOGLE104",00 55 33,-72 49 58,C,1.2,1.2,,,Cl Kron 34,,,,,,,,,,,,,
"K34,L53,SOGLE104,RZ96",,,,,,,,,00 55 33.2,-72 49 56,C,1.2,1.2,,8.6,"CVH+06,PU99",,,1.0,B18,Cl Kron 34
"K37,L58",00 57 47,-74 19 36,C,1.0,1.0,,,Cl Kron 37,,,,,,,,,,,,,
"K37,L58,RZ103,BUS592,BIS304",,,,,,,,,00 57 47.8,-74 19 31,C,1.2,1.2,,9.26,PGC+14,-0.79,PGC+15,1.0,B18,Cl Kron 37
"K38,L57",00 57 48,-73 25 18,C,3.3,3.3,,,Cl Kron 38,,,,,,,,,,,,,
"K38,L57,RZ102",,,,,,,,,00 57 49.5,-73 25 23,C,2.2,2.2,,9.48,PGC+14,-0.88,PPV17,1.0,B18,Cl Kron 38
"K4,L6,ESO28SC17",00 23 04,-73 40 11,C,1.7,1.7,,,Cl Kron 4,,,,,,,,,,,,,
"K4,L6,ESO28SC17,OGLS 326",,,,,,,,,00 23 04.1,-73 40 12,C,1.7,1.7,,9.73,"PGC+14,DKB+16",-1.24,PGG+09,1.0,B18,OGLE-CL SMC  326
