cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
GKK-O185                        ,0.0,141,0.0,GKK-O185                        ,,,1.46
GKK-O186                        ,2.0,102,0.0196078431372549,GKK-O186                        ,,,1.46
GKK-O188                        ,0.0,104,0.0,GKK-O188                        ,,,1.46
GKK-O19                         ,3.0,772,0.0038860103626943004,GKK-O19                         ,,,2.92
GKK-O194                        ,1.0,283,0.0035335689045936395,GKK-O194                        ,,,1.46
GKK-O195                        ,3.0,937,0.0032017075773745998,GKK-O195                        ,,,2.99
GKK-O198                        ,0.0,324,0.0,GKK-O198                        ,,,1.53
GKK-O2                          ,1.0,122,0.00819672131147541,GKK-O2                          ,,,1.46
GKK-O20                         ,0.0,851,0.0,GKK-O20                         ,,,2.92
GKK-O200,10.0,1021,0.009794319294809012,GKK-O200,,,2.99
GKK-O201,16.0,315,0.050793650793650794,GKK-O201,,,1.46
GKK-O203                        ,0.0,194,0.0,GKK-O203                        ,,,1.46
GKK-O204                        ,2.0,209,0.009569377990430622,GKK-O204                        ,,,1.46
GKK-O205                        ,6.0,760,0.007894736842105263,GKK-O205                        ,,,2.92
GKK-O208                        ,1.0,168,0.005952380952380952,GKK-O208                        ,,,1.46
GKK-O209                        ,2.0,180,0.011111111111111112,GKK-O209                        ,,,1.46
GKK-O21                         ,0.0,92,0.0,GKK-O21                         ,,,1.46
GKK-O210                        ,7.0,207,0.033816425120772944,GKK-O210                        ,,,1.46
GKK-O215                        ,0.0,848,0.0,GKK-O215                        ,,,2.99
GKK-O22                         ,0.0,111,0.0,GKK-O22                         ,,,1.46
GKK-O220                        ,0.0,186,0.0,GKK-O220                        ,,,1.46
GKK-O23                         ,0.0,158,0.0,GKK-O23                         ,,,1.46
GKK-O239                        ,2.0,197,0.01015228426395939,GKK-O239                        ,,,1.46
GKK-O241                        ,4.0,156,0.02564102564102564,GKK-O241                        ,,,1.46
GKK-O242                        ,1.0,164,0.006097560975609756,GKK-O242                        ,,,1.46
GKK-O243                        ,2.0,519,0.0038535645472061657,GKK-O243                        ,,,2.99
GKK-O248                        ,2.0,207,0.00966183574879227,GKK-O248                        ,,,1.46
GKK-O256,0.0,131,0.0,GKK-O256,,,1.46
GKK-O257,3.0,162,0.018518518518518517,GKK-O257,,,1.46
GKK-O258,0.0,161,0.0,GKK-O258,,,1.46
GKK-O259,2.0,220,0.00909090909090909,GKK-O259,,,1.46
GKK-O26                         ,0.0,150,0.0,GKK-O26                         ,,,1.46
GKK-O27                         ,0.0,153,0.0,GKK-O27                         ,,,1.46
GKK-O28                         ,2.0,87,0.022988505747126436,GKK-O28                         ,,,1.46
GKK-O29                         ,0.0,108,0.0,GKK-O29                         ,,,1.46
GKK-O3                          ,1.0,129,0.007751937984496124,GKK-O3                          ,,,1.46
GKK-O30                         ,1.0,142,0.007042253521126761,GKK-O30                         ,,,1.46
GKK-O31                         ,1.0,609,0.0016420361247947454,GKK-O31                         ,,,2.92
GKK-O32                         ,0.0,128,0.0,GKK-O32                         ,,,1.46
GKK-O33                         ,1.0,588,0.0017006802721088435,GKK-O33                         ,,,2.92
GKK-O34                         ,0.0,405,0.0,GKK-O34                         ,,,2.92
GKK-O35                         ,0.0,170,0.0,GKK-O35                         ,,,1.46
GKK-O36                         ,0.0,73,0.0,GKK-O36                         ,,,1.46
GKK-O37,0.0,88,0.0,GKK-O37,,,1.46
GKK-O38                         ,0.0,94,0.0,GKK-O38                         ,,,1.46
GKK-O39                         ,1.0,431,0.002320185614849188,GKK-O39                         ,,,2.92
GKK-O4                          ,0.0,393,0.0,GKK-O4                          ,,,1.46
GKK-O40                         ,1.0,70,0.014285714285714285,GKK-O40                         ,,,1.46
GKK-O41                         ,0.0,89,0.0,GKK-O41                         ,,,1.46
GKK-O42                         ,0.0,83,0.0,GKK-O42                         ,,,1.46
GKK-O43                         ,0.0,742,0.0,GKK-O43                         ,,,2.92
GKK-O44                         ,1.0,447,0.0022371364653243847,GKK-O44                         ,,,2.92
GKK-O45                         ,0.0,75,0.0,GKK-O45                         ,,,1.46
GKK-O46                         ,0.0,81,0.0,GKK-O46                         ,,,1.46
GKK-O47                         ,0.0,139,0.0,GKK-O47                         ,,,1.46
GKK-O48                         ,0.0,134,0.0,GKK-O48                         ,,,1.46
GKK-O49                         ,0.0,79,0.0,GKK-O49                         ,,,1.46
GKK-O50,0.0,108,0.0,GKK-O50,,,1.46
GKK-O51                         ,5.0,1166,0.004288164665523156,GKK-O51                         ,,,2.92
GKK-O56                         ,0.0,497,0.0,GKK-O56                         ,,,1.46
GKK-O58                         ,0.0,259,0.0,GKK-O58                         ,,,1.46
GKK-O6                          ,0.0,189,0.0,GKK-O6                          ,,,1.46
GKK-O61                         ,2.0,1812,0.0011037527593818985,GKK-O61                         ,,,2.92
GKK-O62                         ,3.0,241,0.012448132780082987,GKK-O62                         ,,,1.46
GKK-O65                         ,0.0,163,0.0,GKK-O65                         ,,,1.46
GKK-O68                         ,2.0,435,0.004597701149425287,GKK-O68                         ,,,1.46
GKK-O69                         ,0.0,141,0.0,GKK-O69                         ,,,1.46
GKK-O7                          ,2.0,431,0.004640371229698376,GKK-O7                          ,,,1.46
GKK-O7                          ,2.0,431,0.004640371229698376,GKK-O7                          ,,,1.46
GKK-O71                         ,0.0,803,0.0,GKK-O71                         ,,,2.92
GKK-O72                         ,0.0,262,0.0,GKK-O72                         ,,,1.46
GKK-O73                         ,0.0,127,0.0,GKK-O73                         ,,,1.46
GKK-O74                         ,2.0,148,0.013513513513513514,GKK-O74                         ,,,1.46
GKK-O78,1.0,133,0.007518796992481203,GKK-O78,,,1.46
GKK-O8                          ,0.0,202,0.0,GKK-O8                          ,,,1.46
GKK-O80,1.0,689,0.001451378809869376,GKK-O80,,,2.92
GKK-O82,0.0,182,0.0,GKK-O82,,,1.46
GKK-O83,2.0,114,0.017543859649122806,GKK-O83,,,1.46
GKK-O86                         ,0.0,144,0.0,GKK-O86                         ,,,1.46
GKK-O87                         ,0.0,139,0.0,GKK-O87                         ,,,1.46
GKK-O88                         ,0.0,167,0.0,GKK-O88                         ,,,1.46
GKK-O9                          ,0.0,212,0.0,GKK-O9                          ,,,1.46
GKK-O93                         ,0.0,37,0.0,GKK-O93                         ,,,1.46
GKK-O94                         ,0.0,10,0.0,GKK-O94                         ,,,1.46
GQH22                                  ,0.0,6,0.0,GQH22                                  ,     ,     ,0.1
GQH51                                  ,0.0,1,0.0,GQH51                                  ,     ,     ,0.08
H-A1                                   ,15.0,1355,0.01107011070110701,H-A1                                   ,     ,     ,3.8
"H-A10,BMS113                           ",4.0,648,0.006172839506172839,"H-A10,BMS113                           ", 7.00,     ,3.5
H-A11                                  ,5.0,776,0.006443298969072165,H-A11                                  , 6.70,     ,3.5
H-A13                                  ,8.0,793,0.01008827238335435,H-A13                                  , 6.60,     ,2.9
