ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
81.9175,-69.95497,LMC_SC3_35360,LMC162.2.38931,LMC516.15.42030,12,
81.99071,-69.95481,LMC_SC3_35362,LMC162.2.38717,LMC516.15.41763,26,
82.01946,-69.93056,LMC_SC3_35401,LMC162.2.38735,LMC516.15.41805,A,17.0
81.91033,-69.97447,LMC_SC3_35446,LMC162.2.38901,LMC516.15.41904,A,21.0
81.86996,-69.97011,LMC_SC3_35874,LMC162.2.21262,LMC516.15.42514,7,
81.96146,-69.96031,LMC_SC3_36043,LMC162.2.39970,LMC516.15.42687,A,19.0
82.00508,-69.93172,LMC_SC3_36396,LMC162.2.40235,LMC516.15.43051,17,
82.47504,-70.00869,LMC_SC3_368138,LMC169.8.94108,LMC516.14.28366,43,
82.50987,-69.99742,LMC_SC3_368472,LMC169.8.94596,LMC516.14.28959,A,19.0
82.51138,-69.89358,LMC_SC3_385082,LMC169.7.103198,LMC516.23.143,30,
82.40346,-69.86636,LMC_SC3_385318,LMC169.7.83410,LMC516.23.188,M,6.0
82.44075,-69.90256,LMC_SC3_385543,LMC169.7.103494,LMC516.23.302,M,13.0
82.51758,-69.84219,LMC_SC3_393131,LMC169.7.103332,LMC516.23.13207,30,
82.45413,-69.81953,LMC_SC3_393162,LMC169.6.20754,LMC516.23.13244,0,
82.52325,-69.80806,LMC_SC3_393180,LMC169.6.20797,LMC516.23.13265,A,17.0
82.46208,-69.80156,LMC_SC3_393194,LMC169.6.20759,LMC516.23.13282,12,
82.45021,-69.76206,LMC_SC3_400696,LMC169.6.98995,LMC516.23.28688,13,
82.39867,-69.74342,LMC_SC3_400956,LMC169.6.80441,LMC516.23.28943,20,
82.40692,-69.75158,LMC_SC3_401581,LMC169.6.82115,LMC516.23.29422,18,
82.47883,-69.74297,LMC_SC3_401700,LMC169.6.99370,LMC516.23.29543,21,
82.38829,-69.718,LMC_SC3_408689,LMC169.6.79739,LMC516.23.28648,M,6.0
82.45221,-69.72608,LMC_SC3_408735,LMC169.6.99105,LMC516.23.28752,M,2.0
82.40762,-69.69669,LMC_SC3_408962,LMC169.6.80460,LMC516.23.29118,A,2.0
82.464,-69.65228,LMC_SC3_415322,LMC169.5.17548,LMC516.23.43223,A,15.0
82.5075,-69.67964,LMC_SC3_415377,LMC169.5.17827,LMC516.23.43315,A,16.0
82.38525,-69.64822,LMC_SC3_415478,LMC169.5.565,LMC516.23.43414,M,11.0
82.41183,-69.58,LMC_SC3_421503,LMC169.5.68024,LMC516.31.7,M,29.0
82.43742,-69.58472,LMC_SC3_421534,LMC169.5.84317,LMC516.31.18,A,10.0
82.48483,-69.57422,LMC_SC3_421612,LMC169.5.84441,LMC516.31.77,19,
82.42629,-69.62283,LMC_SC3_421628,LMC169.5.267,7,,
82.37579,-69.50936,LMC_SC3_427857,LMC168.8.14233,LMC516.31.9948,2,
82.44712,-69.50814,LMC_SC3_427859,LMC168.8.14286,LMC516.31.9951,M,11.0
82.45696,-69.52444,LMC_SC3_429182,LMC168.8.16239,LMC516.31.11087,M,16.0
82.48825,-69.49903,LMC_SC3_433716,LMC168.8.14178,LMC516.31.9865,A,19.0
82.36779,-69.46497,LMC_SC3_433751,LMC168.8.51436,LMC516.31.9912,11,
82.37542,-69.49161,LMC_SC3_433785,LMC168.8.14190,LMC516.31.9893,16,
82.43425,-69.47919,LMC_SC3_433797,LMC168.8.14278,LMC516.31.9989,5,
82.392,-69.44053,LMC_SC3_439485,LMC168.8.64430,LMC516.31.21016,1,
82.41154,-69.41006,LMC_SC3_439489,LMC168.8.64431,LMC516.31.21006,A,12.0
82.46783,-69.43856,LMC_SC3_439496,LMC168.8.64484,LMC516.31.21017,4,
82.486,-69.42236,LMC_SC3_439549,LMC168.8.64566,LMC516.31.21082,M,5.0
82.39646,-69.42692,LMC_SC3_439630,LMC168.8.64656,LMC516.31.21207,17,
81.96954,-69.90197,LMC_SC3_44296,LMC162.2.116976,LMC516.24.54,A,13.0
82.38508,-69.35478,LMC_SC3_444462,LMC168.7.13161,LMC516.31.31728,A,10.0
81.92792,-69.86606,LMC_SC3_44447,LMC162.2.117095,LMC516.24.228,A,38.0
81.89808,-69.91053,LMC_SC3_44498,LMC162.2.117279,LMC516.24.312,18,
82.02058,-69.87206,LMC_SC3_44676,LMC162.2.117528,LMC516.24.505,31,
82.01446,-69.88972,LMC_SC3_45149,LMC162.2.118808,LMC516.24.1075,24,
81.99933,-69.88547,LMC_SC3_45214,LMC162.2.118705,LMC516.24.1133,A,18.0
82.02267,-69.86286,LMC_SC3_45570,LMC162.2.118874,LMC516.24.1428,13,
81.99775,-69.85222,LMC_SC3_53321,LMC162.2.117150,LMC516.24.265,A,3.0
81.92992,-69.84881,LMC_SC3_53330,LMC162.2.117098,LMC516.24.14609,2,
81.97904,-69.83061,LMC_SC3_53366,LMC162.3.43746,LMC516.24.14646,14,
82.01204,-69.84203,LMC_SC3_53517,LMC162.2.117509,LMC516.24.14827,M,9.0
81.91433,-69.82067,LMC_SC3_53608,LMC162.3.43971,LMC516.24.14925,13,
82.01579,-69.76767,LMC_SC3_62667,LMC162.3.43617,LMC516.24.31753,A,0.0
81.95979,-69.77114,LMC_SC3_62943,LMC162.3.44074,LMC516.24.15172,2,
82.01579,-69.76328,LMC_SC3_65278,LMC162.3.46204,LMC516.24.33387,A,25.0
81.91696,-69.67497,LMC_SC3_79906,LMC162.4.41244,LMC516.24.47831,0,
81.94512,-69.67228,LMC_SC3_79913,LMC162.4.41251,LMC516.24.47759,M,9.0
82.02633,-69.66714,LMC_SC3_79921,LMC162.4.41209,LMC516.24.47768,A,22.0
81.95954,-69.64619,LMC_SC3_80001,LMC162.4.41359,LMC516.24.47875,A,12.0
81.86946,-69.64247,LMC_SC3_80005,LMC162.4.41295,LMC516.24.113765,21,
82.01933,-69.58664,LMC_SC3_88068,LMC162.4.112588,LMC516.32.70,A,8.0
81.92275,-69.56664,LMC_SC3_88088,LMC162.4.112509,LMC516.32.90,A,20.0
82.00871,-69.53789,LMC_SC3_95239,LMC161.1.28794,LMC516.32.48,M,11.0
81.27638,-69.46561,LMC_SC4_105856,LMC161.8.113674,LMC503.09.15038,12,
81.38846,-69.43,LMC_SC4_113045,LMC161.8.113528,LMC503.08.81453,A,4.0
81.35388,-69.44,LMC_SC4_113055,LMC161.8.113582,LMC503.08.81473,A,14.0
81.28663,-69.43169,LMC_SC4_113134,LMC161.8.113911,LMC503.09.31587,A,10.0
81.38429,-69.41739,LMC_SC4_113153,LMC161.8.113742,LMC503.08.81560,M,17.0
81.2595,-69.40311,LMC_SC4_113167,LMC161.8.113655,LMC503.09.31467,A,17.0
81.34608,-69.40172,LMC_SC4_113918,LMC161.7.46308,LMC503.08.82440,54,
81.54246,-70.26136,LMC_SC4_125633,LMC163.4.144,LMC502.17.69758,M,12.0
81.443,-70.25719,LMC_SC4_125720,LMC163.5.46999,LMC502.17.70402,M,16.0
81.545,-70.17147,LMC_SC4_131700,LMC163.4.69362,LMC516.16.16,A,18.0
81.54025,-70.20344,LMC_SC4_131763,LMC163.4.69481,LMC516.16.101,A,16.0
81.51183,-70.17939,LMC_SC4_131929,LMC163.4.69645,LMC516.16.333,A,14.0
81.44833,-70.14794,LMC_SC4_138406,LMC163.5.107341,LMC516.16.444,M,6.0
81.41296,-70.07833,LMC_SC4_145307,LMC162.8.44222,LMC516.16.11791,A,41.0
81.51925,-70.01392,LMC_SC4_152445,LMC162.1.60933,LMC516.16.26996,5,
81.50712,-69.95861,LMC_SC4_159398,LMC162.2.7,LMC516.16.41794,A,22.0
81.44421,-69.92078,LMC_SC4_159562,LMC162.2.120,LMC516.16.41993,A,20.0
81.46954,-69.94578,LMC_SC4_159700,LMC162.2.355,LMC516.16.42203,A,41.0
81.50592,-69.91522,LMC_SC4_167927,LMC162.2.75327,LMC516.25.7,13,
81.53158,-69.90458,LMC_SC4_167930,LMC162.2.75331,LMC516.25.12,26,
81.56267,-69.86908,LMC_SC4_167936,LMC162.2.75339,LMC516.25.96,A,0.0
81.46054,-69.91247,LMC_SC4_167950,LMC162.2.75379,LMC516.25.37,A,8.0
81.521,-69.91483,LMC_SC4_168013,LMC162.2.75541,LMC516.25.255,0,
81.54904,-69.90972,LMC_SC4_168020,LMC162.2.75565,LMC516.25.134,M,29.0
81.56658,-69.87303,LMC_SC4_168257,LMC162.2.75964,LMC516.25.453,M,7.0
81.49383,-69.86953,LMC_SC4_168268,LMC162.2.75784,LMC516.25.466,A,24.0
81.42471,-69.83736,LMC_SC4_176298,LMC162.6.61493,LMC516.25.78616,A,19.0
81.4075,-69.82586,LMC_SC4_176311,LMC162.6.61483,LMC516.25.78645,9,
81.52863,-69.84922,LMC_SC4_176351,LMC162.2.75549,LMC516.25.243,A,11.0
81.43892,-69.84797,LMC_SC4_176355,LMC162.2.75485,LMC516.25.245,4,
81.463,-69.82922,LMC_SC4_176385,LMC162.3.193,LMC516.25.14410,2,
81.51342,-69.82486,LMC_SC4_176391,LMC162.3.244,LMC516.25.14419,7,
81.54942,-69.79817,LMC_SC4_185061,LMC162.3.32,LMC516.25.14337,A,35.0
81.512,-69.76142,LMC_SC4_185072,LMC162.3.81911,LMC516.25.32419,A,19.0
81.56538,-69.78283,LMC_SC4_185099,LMC162.3.120,LMC516.25.14355,20,
81.41029,-69.77597,LMC_SC4_185171,LMC162.6.61642,LMC516.25.78843,A,16.0
81.52062,-69.76972,LMC_SC4_185183,LMC162.3.96,LMC516.25.14370,M,12.0
81.44467,-69.69383,LMC_SC4_194514,LMC162.3.82051,LMC516.25.33086,M,9.0
81.46492,-69.69086,LMC_SC4_195521,LMC162.3.83133,LMC516.25.34151,M,18.0
81.41021,-69.70947,LMC_SC4_196558,LMC162.6.147459,LMC516.25.100032,A,23.0
81.4195,-69.67033,LMC_SC4_203554,LMC162.5.60969,LMC516.25.113898,A,16.0
81.545,-69.64872,LMC_SC4_203859,LMC162.4.631,LMC516.25.50469,7,
81.43012,-69.64842,LMC_SC4_204453,LMC162.5.61595,LMC516.25.114694,A,0.0
81.31583,-70.04386,LMC_SC4_20989,LMC162.8.106169,LMC502.26.23405,5,
81.3245,-70.04333,LMC_SC4_20990,LMC162.8.106063,LMC502.26.23316,A,12.0
81.45946,-69.57789,LMC_SC4_212108,LMC162.4.75707,LMC503.08.52608,A,4.0
81.55683,-69.57411,LMC_SC4_212146,LMC162.4.75795,LMC503.08.34,M,11.0
81.39346,-70.04089,LMC_SC4_21296,LMC162.8.106499,LMC516.16.82750,M,15.0
81.54317,-69.55772,LMC_SC4_219804,LMC162.4.75720,LMC503.08.16,M,26.0
81.5425,-69.534,LMC_SC4_219917,LMC161.1.208,LMC503.08.191,A,19.0
81.464,-69.52064,LMC_SC4_220111,LMC161.1.350,LMC503.08.66739,7,
81.435,-69.50514,LMC_SC4_227070,LMC161.1.37,LMC503.08.66492,10,
81.51929,-69.501,LMC_SC4_227081,LMC161.1.184,LMC503.08.66602,M,46.0
81.42742,-69.49917,LMC_SC4_227083,LMC161.1.118,LMC503.08.66498,5,
81.48442,-69.48253,LMC_SC4_227108,LMC161.1.57,LMC503.08.66517,15,
81.46075,-69.45911,LMC_SC4_227136,LMC161.1.53792,LMC503.08.66672,M,9.0
81.47888,-69.46617,LMC_SC4_227297,LMC161.1.54017,LMC503.08.66964,M,13.0
81.49183,-69.48531,LMC_SC4_227608,LMC161.1.1079,LMC503.08.67629,14,
81.53842,-69.36278,LMC_SC4_240184,LMC161.2.13,LMC503.08.42383,A,26.0
81.68233,-70.23381,LMC_SC4_245633,LMC163.4.27,LMC502.17.28574,A,28.0
81.68513,-70.25639,LMC_SC4_245792,LMC163.4.558,LMC502.17.28822,A,14.0
81.29312,-70.2465,LMC_SC4_25,LMC163.5.45459,LMC502.18.29019,A,13.0
81.59592,-70.13561,LMC_SC4_257635,LMC162.1.17,LMC516.16.11776,39,
81.64608,-70.05408,LMC_SC4_264192,LMC162.1.60666,LMC516.15.83310,A,22.0
81.61312,-70.04831,LMC_SC4_264232,LMC162.1.60653,LMC516.16.26555,M,14.0
81.71383,-70.07028,LMC_SC4_264826,LMC162.1.15621,LMC516.15.72054,A,65.0
81.70313,-70.06081,LMC_SC4_264919,LMC162.1.76636,LMC516.15.83952,A,7.0
81.6215,-70.00022,LMC_SC4_271207,LMC162.1.60608,LMC516.16.26534,M,7.0
81.66683,-69.98075,LMC_SC4_271563,LMC162.2.19071,LMC516.15.99615,19,
81.73496,-69.94197,LMC_SC4_278829,LMC162.2.19012,LMC516.15.99393,A,22.0
81.57508,-69.97453,LMC_SC4_278849,LMC162.2.230,LMC516.16.41897,20,
81.57708,-69.92761,LMC_SC4_279146,LMC162.2.234,LMC516.16.41982,11,
81.29767,-69.98872,LMC_SC4_28264,LMC162.7.53084,LMC502.26.23501,M,6.0
81.27175,-69.97917,LMC_SC4_28512,LMC162.7.53305,LMC502.26.23777,A,17.0
81.72017,-69.86392,LMC_SC4_287424,LMC162.2.95525,LMC516.24.60333,A,19.0
81.58971,-69.91208,LMC_SC4_287565,LMC162.2.76010,LMC516.25.276,17,
81.60162,-69.82531,LMC_SC4_296014,LMC162.3.136,LMC516.25.14309,16,
81.65458,-69.84767,LMC_SC4_296065,LMC162.2.95604,LMC516.24.76670,19,
81.58387,-69.84083,LMC_SC4_296081,LMC162.2.75593,LMC516.25.14388,15,
81.69379,-69.85192,LMC_SC4_296191,LMC162.2.95644,LMC516.24.60912,17,
81.57712,-69.85117,LMC_SC4_296194,LMC162.2.75587,LMC516.25.240,A,0.0
81.67733,-69.84686,LMC_SC4_296215,LMC162.2.95889,LMC516.24.76871,9,
81.66279,-69.80806,LMC_SC4_296423,LMC162.3.22109,LMC516.24.77096,7,
81.68579,-69.85883,LMC_SC4_296492,LMC162.2.96659,LMC516.24.61872,27,
81.67804,-69.85222,LMC_SC4_296591,LMC162.2.95890,LMC516.24.60907,M,19.0
81.68854,-69.852,LMC_SC4_296593,LMC162.2.95923,LMC516.24.60911,A,21.0
81.66267,-69.82425,LMC_SC4_297014,LMC162.3.22768,LMC516.24.77805,17,
81.33996,-70.25544,LMC_SC4_3,LMC163.5.45424,LMC502.18.28987,A,15.0
81.68583,-69.71872,LMC_SC4_314883,LMC162.3.103834,LMC516.24.96344,13,
81.66479,-69.70297,LMC_SC4_314952,LMC162.3.103792,LMC516.24.96418,A,17.0
81.73396,-69.69342,LMC_SC4_315718,LMC162.3.104997,LMC516.24.100238,A,21.0
81.63179,-69.59142,LMC_SC4_331710,LMC162.4.75983,LMC503.08.86,A,6.0
81.71808,-69.55478,LMC_SC4_339139,LMC162.4.94182,LMC503.08.48,1,
81.65096,-69.53342,LMC_SC4_339157,LMC161.1.14960,LMC503.08.72,M,5.0
81.69029,-69.5605,LMC_SC4_339184,LMC162.4.94328,LMC503.08.133,6,
81.68871,-69.48117,LMC_SC4_346184,LMC161.1.14975,LMC503.08.13724,A,0.0
81.72829,-69.47989,LMC_SC4_346186,LMC161.1.14987,LMC503.08.13725,A,0.0
81.58758,-69.49897,LMC_SC4_346220,LMC161.1.244,LMC503.08.13696,A,18.0
81.71925,-69.48081,LMC_SC4_346243,LMC161.1.15089,LMC503.08.13723,A,27.0
81.5945,-69.45281,LMC_SC4_346287,LMC161.1.53878,LMC503.08.13780,A,15.0
81.66438,-69.49661,LMC_SC4_346331,LMC161.1.15235,LMC503.08.13925,11,
81.63346,-69.47975,LMC_SC4_346381,LMC161.1.15185,LMC503.08.13988,12,
81.57675,-69.46247,LMC_SC4_346433,LMC161.1.54152,LMC503.08.14053,A,9.0
81.71388,-69.43292,LMC_SC4_352823,LMC161.1.67120,LMC503.08.28643,5,
81.64029,-69.41292,LMC_SC4_352831,LMC161.1.67112,LMC503.08.28650,A,22.0
81.66475,-69.41636,LMC_SC4_352909,LMC161.1.67226,LMC503.08.28766,A,11.0
81.64129,-69.38639,LMC_SC4_358479,LMC161.2.12645,LMC503.08.28656,A,25.0
81.58946,-69.38394,LMC_SC4_358481,LMC161.2.15,LMC503.08.28658,A,16.0
81.24904,-69.95169,LMC_SC4_36198,LMC162.7.52892,LMC502.26.36976,M,28.0
81.30112,-69.92411,LMC_SC4_36261,LMC162.7.52962,LMC502.26.36999,11,
81.24796,-69.95742,LMC_SC4_36297,LMC162.7.53036,LMC502.26.37215,14,
81.27746,-69.94236,LMC_SC4_36333,LMC162.7.53067,LMC502.26.37279,18,
81.25687,-69.97292,LMC_SC4_36403,LMC162.7.53277,LMC502.26.37161,A,10.0
81.3035,-69.962,LMC_SC4_36453,LMC162.7.53367,LMC502.26.37200,4,
81.35596,-69.93308,LMC_SC4_36576,LMC162.7.53492,LMC516.16.98773,M,13.0
81.83338,-70.20478,LMC_SC4_369726,LMC163.4.17202,LMC516.15.56608,A,10.0
81.87967,-70.17656,LMC_SC4_369869,LMC163.4.87199,LMC516.15.287,A,17.0
81.87175,-70.05292,LMC_SC4_383690,LMC162.1.76094,LMC516.15.26305,A,14.0
81.78721,-70.04694,LMC_SC4_383706,LMC162.1.76051,LMC516.15.83397,A,13.0
81.84871,-70.01642,LMC_SC4_391252,LMC162.1.75970,LMC516.15.83341,A,24.0
81.80571,-70.01533,LMC_SC4_391311,LMC162.1.76061,LMC516.15.83450,0,
81.85154,-69.99642,LMC_SC4_391540,LMC162.1.76364,LMC516.15.83782,11,
81.82358,-69.93911,LMC_SC4_399381,LMC162.2.18962,LMC516.15.99329,16,
81.82788,-69.96808,LMC_SC4_399467,LMC162.2.19211,LMC516.15.99457,A,3.0
81.84392,-69.95906,LMC_SC4_399487,LMC162.2.19231,LMC516.15.99483,2,
81.85767,-69.95758,LMC_SC4_399706,LMC162.2.19697,LMC516.15.99744,A,14.0
81.8955,-69.89653,LMC_SC4_408771,LMC162.2.116931,LMC516.24.61,20,
81.76042,-69.87153,LMC_SC4_408905,LMC162.2.95701,LMC516.24.60465,A,6.0
81.84538,-69.86789,LMC_SC4_408915,LMC162.2.95794,LMC516.24.60480,20,
81.77037,-69.90142,LMC_SC4_409025,LMC162.2.96089,LMC516.24.60620,10,
81.77538,-69.87167,LMC_SC4_409168,LMC162.2.95720,LMC516.24.60792,0,
81.80904,-69.82564,LMC_SC4_417861,LMC162.3.21780,LMC516.24.76539,M,22.0
81.84921,-69.84525,LMC_SC4_417891,LMC162.2.95588,LMC516.24.76681,6,
81.79896,-69.85578,LMC_SC4_417934,LMC162.2.95744,LMC516.24.60504,9,
81.81721,-69.8485,LMC_SC4_417949,LMC162.2.95762,LMC516.24.76672,26,
81.80525,-69.82486,LMC_SC4_417999,LMC162.3.22021,LMC516.24.76737,A,10.0
81.77958,-69.83667,LMC_SC4_418135,LMC162.3.22414,LMC516.24.76949,8,
81.81042,-69.8315,LMC_SC4_418166,LMC162.3.22477,LMC516.24.76716,M,14.0
81.83854,-69.81997,LMC_SC4_418216,LMC162.3.22539,LMC516.24.77041,21,
81.76421,-69.77025,LMC_SC4_427103,LMC162.3.21766,LMC516.24.76521,A,35.0
81.77317,-69.79925,LMC_SC4_427104,LMC162.3.21771,LMC516.24.76633,A,28.0
81.83488,-69.79206,LMC_SC4_427106,LMC162.3.21787,LMC516.24.76557,A,0.0
81.81262,-69.78719,LMC_SC4_427351,LMC162.3.22483,LMC516.24.77219,M,8.0
81.80483,-69.7035,LMC_SC4_436093,LMC162.3.103520,LMC516.24.96036,M,15.0
81.81058,-69.68806,LMC_SC4_436424,LMC162.3.104117,LMC516.24.113812,22,
81.80767,-69.68633,LMC_SC4_436431,LMC162.4.21674,LMC516.24.113821,17,
81.87088,-69.67244,LMC_SC4_444301,LMC162.4.41224,LMC516.24.113623,A,2.0
81.83454,-69.66486,LMC_SC4_444312,LMC162.4.21100,LMC516.24.113721,A,19.0
81.75938,-69.68108,LMC_SC4_444347,LMC162.4.21220,LMC516.24.113680,A,24.0
81.33188,-69.91814,LMC_SC4_44871,LMC162.7.52973,LMC516.16.97647,M,20.0
81.29067,-69.9095,LMC_SC4_45068,LMC162.7.130838,LMC503.01.710,21,
81.25638,-69.89275,LMC_SC4_45131,LMC162.7.130761,LMC503.01.362,10,
81.91071,-69.62206,LMC_SC4_452653,LMC162.4.41188,LMC516.24.47802,A,12.0
81.82454,-69.57469,LMC_SC4_452701,LMC162.4.94281,LMC516.32.39619,A,22.0
81.80021,-69.52356,LMC_SC4_460520,LMC161.1.15012,LMC516.32.50850,9,
81.852,-69.5615,LMC_SC4_460536,LMC162.4.94465,LMC516.32.39638,A,16.0
81.89192,-69.53094,LMC_SC4_460582,LMC161.1.28856,LMC516.32.39686,18,
81.76996,-69.52478,LMC_SC4_461402,LMC161.1.16163,LMC516.32.51239,M,16.0
81.87496,-69.50078,LMC_SC4_467849,LMC161.1.28766,LMC516.32.50865,A,6.0
81.85875,-69.49781,LMC_SC4_467911,LMC161.1.28833,LMC516.32.51083,A,7.0
81.79446,-69.45808,LMC_SC4_467959,LMC161.1.67299,LMC516.32.51185,A,15.0
81.86279,-69.44094,LMC_SC4_474060,LMC161.1.80152,LMC516.32.62640,A,11.0
81.8255,-69.44358,LMC_SC4_474111,LMC161.1.80190,LMC516.32.62685,11,
81.81575,-69.42281,LMC_SC4_474623,LMC161.1.68423,LMC516.32.63112,A,9.0
81.86471,-69.39864,LMC_SC4_474872,LMC161.2.26220,LMC516.32.63252,12,
81.83992,-69.38253,LMC_SC4_480264,LMC161.2.25624,LMC516.32.62678,A,1.0
81.35712,-69.81175,LMC_SC4_53560,LMC162.6.61441,LMC516.25.78664,9,
81.25879,-69.80594,LMC_SC4_53563,LMC162.6.61330,LMC503.01.15200,A,14.0
81.36579,-69.85614,LMC_SC4_53578,LMC162.7.130624,LMC516.25.64549,22,
81.33646,-69.85522,LMC_SC4_53685,LMC162.7.130958,LMC516.25.65323,M,11.0
81.31808,-69.84047,LMC_SC4_53741,LMC162.6.61917,LMC516.25.78910,13,
81.37575,-69.83619,LMC_SC4_57357,LMC162.6.69602,LMC516.25.86788,33,
81.40246,-69.79067,LMC_SC4_62528,LMC162.6.61364,LMC516.25.78683,5,
81.26558,-69.7745,LMC_SC4_62629,LMC162.6.61532,LMC503.01.15853,A,0.0
81.36379,-69.76894,LMC_SC4_62638,LMC162.6.61610,LMC516.25.78859,M,15.0
81.34742,-69.79133,LMC_SC4_62735,LMC162.6.62005,LMC516.25.79173,22,
81.39033,-69.79017,LMC_SC4_62744,LMC162.6.62115,LMC516.25.79182,8,
81.26292,-69.75672,LMC_SC4_63674,LMC162.6.143242,LMC503.01.33942,3,
81.27587,-69.74372,LMC_SC4_63868,LMC162.6.144109,LMC503.01.34113,A,6.0
81.33892,-70.20075,LMC_SC4_6520,LMC163.5.107444,LMC502.26.389,18,
81.39842,-69.74147,LMC_SC4_71567,LMC162.6.143107,LMC516.25.96508,0,
81.33083,-69.71025,LMC_SC4_71623,LMC162.6.143394,LMC516.25.96885,A,10.0
81.30896,-69.70581,LMC_SC4_71632,LMC162.6.143036,LMC503.01.33269,M,5.0
81.34021,-69.68353,LMC_SC4_80545,LMC162.5.60874,LMC516.25.113828,A,14.0
81.36517,-69.62936,LMC_SC4_80688,LMC162.5.61081,LMC516.25.113963,M,10.0
81.34346,-69.58831,LMC_SC4_89838,LMC162.5.139024,LMC503.08.52908,A,4.0
81.34221,-69.58625,LMC_SC4_89851,LMC162.5.139022,LMC503.08.52921,A,8.0
81.32908,-69.57986,LMC_SC4_89878,LMC162.5.138994,LMC503.08.52738,M,13.0
81.38375,-69.57767,LMC_SC4_89893,LMC162.5.139105,LMC503.08.52958,31,
81.38517,-69.55667,LMC_SC4_98113,LMC162.5.138752,LMC503.08.52782,A,19.0
81.30617,-69.53128,LMC_SC4_98158,LMC161.8.51737,LMC503.09.554,A,2.0
80.77221,-69.27017,LMC_SC5_112858,LMC161.7.72854,LMC503.19.53,A,11.0
80.64729,-69.23281,LMC_SC5_112880,LMC161.6.9,LMC503.19.12882,A,10.0
80.796,-70.02031,LMC_SC5_131253,LMC162.8.74615,LMC502.27.24421,13,
80.81542,-69.92617,LMC_SC5_138138,LMC162.7.16582,LMC502.27.38809,A,20.0
80.85208,-69.92231,LMC_SC5_138143,LMC162.7.16716,LMC502.27.38818,14,
80.94042,-69.92667,LMC_SC5_138318,LMC162.7.17113,LMC502.26.86744,A,15.0
80.94158,-69.88347,LMC_SC5_145344,LMC162.7.89241,LMC503.01.67509,A,12.0
80.89408,-69.83669,LMC_SC5_153029,LMC162.6.18844,LMC503.01.81263,M,4.0
80.86258,-69.84703,LMC_SC5_153134,LMC162.7.89178,LMC503.02.13937,M,20.0
80.85862,-69.73972,LMC_SC5_169383,LMC162.6.101538,LMC503.02.31277,A,15.0
80.94017,-69.74158,LMC_SC5_169451,LMC162.6.101791,LMC503.01.98599,M,0.0
80.7825,-69.70783,LMC_SC5_169510,LMC162.6.82008,LMC503.02.31546,13,
80.86538,-69.74036,LMC_SC5_169553,LMC162.6.102062,LMC503.02.31733,A,16.0
80.91092,-69.72156,LMC_SC5_169994,LMC162.6.103299,LMC503.01.99858,M,10.0
80.93029,-69.69361,LMC_SC5_170287,LMC162.6.103412,LMC503.01.116489,A,22.0
80.90162,-69.65961,LMC_SC5_177755,LMC162.5.20581,LMC503.01.115929,M,14.0
80.89812,-69.63531,LMC_SC5_177870,LMC162.5.20741,LMC503.01.116102,17,
80.78217,-69.619,LMC_SC5_185893,LMC162.5.353,A,9,
80.91767,-69.60664,LMC_SC5_187350,LMC162.5.102078,A,11,
80.86104,-69.56639,LMC_SC5_193995,LMC162.5.100445,LMC503.10.102,4,
80.75488,-69.95444,LMC_SC5_19742,LMC162.7.23,LMC502.27.38647,A,24.0
80.94608,-69.49897,LMC_SC5_201284,LMC161.8.18573,LMC503.09.69886,13,
80.81796,-69.49322,LMC_SC5_201444,LMC161.8.18912,LMC503.10.16718,A,12.0
80.9335,-69.43708,LMC_SC5_208431,LMC161.8.84002,LMC503.09.85306,A,12.0
80.7975,-69.42647,LMC_SC5_208438,LMC161.8.84030,LMC503.10.34167,7,
80.87862,-69.43942,LMC_SC5_208467,LMC161.8.84161,LMC503.09.85369,M,13.0
80.94342,-69.402,LMC_SC5_210105,LMC161.7.19462,LMC503.09.87994,11,
80.79921,-69.32967,LMC_SC5_220870,LMC161.7.16273,LMC503.10.50872,M,7.0
80.80667,-69.23114,LMC_SC5_226821,LMC161.6.13744,LMC503.19.12884,A,30.0
81.07712,-70.05211,LMC_SC5_239916,LMC162.8.92890,LMC502.26.74010,A,3.0
81.00017,-70.0165,LMC_SC5_246017,LMC162.8.78070,LMC502.26.74922,21,
80.95108,-69.94567,LMC_SC5_251803,LMC162.7.17133,LMC502.26.87204,M,14.0
81.00983,-69.92664,LMC_SC5_252402,LMC162.7.35208,LMC502.26.87405,5,
81.10638,-69.88111,LMC_SC5_258975,LMC162.7.108618,LMC503.01.61,M,3.0
80.99946,-69.874,LMC_SC5_259022,LMC162.7.89108,LMC503.01.67426,7,
81.09783,-69.90628,LMC_SC5_259160,LMC162.7.109142,LMC503.01.67632,25,
81.00792,-69.82239,LMC_SC5_267073,LMC162.6.39761,LMC503.01.81108,A,0.0
81.03096,-69.85642,LMC_SC5_267240,LMC162.7.108765,LMC503.01.67847,M,16.0
80.62858,-69.91806,LMC_SC5_26884,LMC162.7.42,LMC502.27.87200,A,21.0
81.06154,-69.78394,LMC_SC5_275395,LMC162.6.39958,LMC503.01.81334,M,6.0
81.08562,-69.77442,LMC_SC5_275590,LMC162.6.40327,LMC503.01.81791,0,
81.10888,-69.79353,LMC_SC5_275806,LMC162.6.41571,LMC503.01.19391,13,
81.10779,-69.74783,LMC_SC5_277887,LMC162.6.125760,LMC503.01.34920,A,3.0
80.98817,-69.70336,LMC_SC5_283932,LMC162.6.101849,LMC503.01.98682,A,17.0
